provider_id,specialty,region,network_status,review_score,priority_band,review_reasons,claim_count,unique_members,total_allowed,avg_allowed,claims_per_member,repeat_pattern_share,high_intensity_share,claim_volume_change_pct,allowed_change_pct,associated_review_spend
P0064,Urology,Midwest,In Network,50.0,Moderate,COST_ABOVE_SPECIALTY_PEERS; HIGH_INTENSITY_MIX; MULTIVARIATE_ANOMALY,171,168,164758.9,963.5023391812865,1.0178571428571428,0.0,1.0,-14.285714285714286,-4.414978274753834,0.0
P0033,Gastroenterology,West,In Network,50.0,Moderate,COST_ABOVE_SPECIALTY_PEERS; HIGH_INTENSITY_MIX; MULTIVARIATE_ANOMALY,199,195,179181.38,900.4089447236181,1.0205128205128204,0.0,1.0,-33.333333333333336,-44.09927182814492,0.0
P0256,Emergency Medicine,South,In Network,47.6,Moderate,COST_ABOVE_SPECIALTY_PEERS; MULTIVARIATE_ANOMALY,642,605,810108.74,1261.8516199376947,1.0611570247933884,0.0,0.2897196261682243,6.172839506172839,20.682506644276234,0.0
P0001,Neurology,Northeast,In Network,47.0,Moderate,COST_ABOVE_SPECIALTY_PEERS; HIGH_INTENSITY_MIX; MULTIVARIATE_ANOMALY,300,290,260000.19,866.6673,1.0344827586206897,0.0,1.0,3.0303030303030303,1.2941524831821287,0.0
P0109,Neurology,Midwest,In Network,42.7,Moderate,COST_ABOVE_SPECIALTY_PEERS; MULTIVARIATE_ANOMALY,239,234,292395.88,1223.4137238493724,1.0213675213675213,0.0,0.3179916317991632,3.0303030303030303,45.16143471540648,0.0
P0131,Oncology,South,Out of Network,41.2,Moderate,COST_ABOVE_SPECIALTY_PEERS,463,439,384340.46,830.1089848812095,1.0546697038724373,0.0,0.30885529157667385,1.639344262295082,16.96383530919778,0.0
P0289,Neurology,South,Out of Network,41.0,Moderate,COST_ABOVE_SPECIALTY_PEERS; SUDDEN_BEHAVIOR_CHANGE,90,90,72503.91,805.599,1.0,0.0,0.2111111111111111,100.0,135.68603181747366,0.0
P0193,Orthopedics,South,In Network,40.0,Low,CLAIM_FREQUENCY_ABOVE_PEERS,297,249,208336.71,701.470404040404,1.1927710843373494,0.26936026936026936,0.30976430976430974,18.181818181818183,48.59050766074382,0.0
P0115,Radiology,West,In Network,39.2,Low,COST_ABOVE_SPECIALTY_PEERS; MULTIVARIATE_ANOMALY,489,470,616825.21,1261.4012474437627,1.0404255319148936,0.0,0.24335378323108384,6.0,-32.17388665180619,0.0
P0124,Cardiology,West,Out of Network,36.9,Low,COST_ABOVE_SPECIALTY_PEERS; SUDDEN_BEHAVIOR_CHANGE,189,186,145941.1,772.1751322751323,1.0161290322580645,0.0,0.2751322751322751,100.0,124.37865713049717,0.0
P0042,Radiology,South,In Network,36.6,Low,CLAIM_FREQUENCY_ABOVE_PEERS,242,199,150237.57,620.8164049586777,1.2160804020100502,0.3305785123966942,0.19834710743801653,66.66666666666667,87.24911708328764,0.0
P0086,Neurology,South,Out of Network,36.0,Low,CLAIM_FREQUENCY_ABOVE_PEERS,837,732,623336.97,744.7275627240143,1.1434426229508197,0.0023894862604540022,0.25567502986857826,-15.044247787610619,0.6196789158208301,0.0
P0213,Family Medicine,Midwest,In Network,35.4,Low,COST_ABOVE_SPECIALTY_PEERS,476,455,596251.62,1252.6294537815127,1.0461538461538462,0.0,0.25840336134453784,4.615384615384615,10.06484476477902,0.0
P0334,Urology,South,Out of Network,35.3,Low,COST_ABOVE_SPECIALTY_PEERS,935,861,731823.29,782.698705882353,1.0859465737514518,0.0,0.2898395721925134,14.655172413793103,23.53136646353971,0.0
P0162,Radiology,Midwest,In Network,34.9,Low,CLAIM_FREQUENCY_ABOVE_PEERS; MULTIVARIATE_ANOMALY,182,119,119867.51,658.6126923076923,1.5294117647058822,0.0,0.27472527472527475,-25.925925925925927,-17.077500602328815,0.0
P0250,Neurology,South,In Network,34.1,Low,CLAIM_FREQUENCY_ABOVE_PEERS,266,203,169921.8,638.8037593984961,1.3103448275862069,0.007518796992481203,0.2669172932330827,43.75,58.17162967002445,0.0
P0049,Family Medicine,West,In Network,33.4,Low,CLAIM_FREQUENCY_ABOVE_PEERS,244,198,169313.88,693.9093442622951,1.2323232323232323,0.32786885245901637,0.29508196721311475,-38.888888888888886,-47.60327658468436,0.0
P0110,Dermatology,South,In Network,32.5,Low,SUDDEN_BEHAVIOR_CHANGE,165,161,119477.35,724.1051515151515,1.0248447204968945,0.0,0.3393939393939394,100.0,56.96378133944444,0.0
P0277,Oncology,West,In Network,32.4,Low,SUDDEN_BEHAVIOR_CHANGE,210,207,145543.19,693.0628095238095,1.0144927536231885,0.0,0.3047619047619048,57.89473684210526,183.03304982489183,0.0
P0005,Oncology,West,In Network,31.5,Low,COST_ABOVE_SPECIALTY_PEERS; HIGH_INTENSITY_MIX,76,75,56695.38,745.9918421052631,1.0133333333333334,0.0,0.3815789473684211,-23.076923076923077,-35.058090965031326,0.0
P0151,Dermatology,South,Out of Network,31.0,Low,SUDDEN_BEHAVIOR_CHANGE,93,93,65280.95,701.9456989247311,1.0,0.0,0.25806451612903225,100.0,166.29807562670214,0.0
P0185,Gastroenterology,Northeast,Out of Network,30.8,Low,COST_ABOVE_SPECIALTY_PEERS,161,160,124216.97,771.5339751552796,1.00625,0.0,0.3167701863354037,19.047619047619047,0.9572104962329019,0.0
P0212,Oncology,West,In Network,30.8,Low,SUDDEN_BEHAVIOR_CHANGE,138,137,86383.87,625.9700724637681,1.0072992700729928,0.0,0.3333333333333333,116.66666666666667,173.3554957181412,0.0
P0292,Emergency Medicine,Midwest,Out of Network,30.7,Low,COST_ABOVE_SPECIALTY_PEERS,656,624,505642.82,770.7969817073171,1.0512820512820513,0.0,0.3246951219512195,10.975609756097562,26.609851461446905,0.0
P0157,Radiology,West,Out of Network,30.0,Low,COST_ABOVE_SPECIALTY_PEERS,210,209,177937.64,847.3220952380954,1.0047846889952152,0.0,0.29523809523809524,0.0,-25.1768899438794,0.0
P0161,Orthopedics,South,Out of Network,29.9,Low,COST_ABOVE_SPECIALTY_PEERS,683,645,537458.05,786.9078330893119,1.0589147286821705,0.0,0.25768667642752563,1.0526315789473684,22.773776704378026,0.0
P0135,Urology,Midwest,In Network,29.8,Low,HIGH_INTENSITY_MIX,183,181,134442.64,734.6592349726777,1.011049723756906,0.0,0.3442622950819672,-62.857142857142854,-67.47361871821752,0.0
P0055,Cardiology,South,Out of Network,29.6,Low,COST_ABOVE_SPECIALTY_PEERS,284,279,223162.82,785.7845774647888,1.017921146953405,0.0,0.30985915492957744,29.62962962962963,20.646672930681547,0.0
P0021,Emergency Medicine,South,In Network,28.9,Low,CLAIM_FREQUENCY_ABOVE_PEERS,317,248,208900.48,658.9920504731862,1.278225806451613,0.0,0.26813880126182965,8.108108108108109,8.241095759272305,0.0
P0258,Urology,South,Out of Network,28.7,Low,COST_ABOVE_SPECIALTY_PEERS,541,518,432655.34,799.7326062846581,1.0444015444015444,0.0,0.2698706099815157,20.634920634920636,47.96228341067271,0.0
P0183,Emergency Medicine,Midwest,In Network,28.4,Low,CLAIM_FREQUENCY_ABOVE_PEERS,233,188,152362.54,653.9164806866953,1.2393617021276595,0.34334763948497854,0.27467811158798283,-35.8974358974359,-35.92722388533207,0.0
P0222,Orthopedics,South,Out of Network,28.1,Low,COST_ABOVE_SPECIALTY_PEERS,224,218,182672.68,815.5030357142857,1.0275229357798166,0.0,0.25,33.333333333333336,27.401399974198746,0.0
P0275,Emergency Medicine,Midwest,Out of Network,27.4,Low,LOW_SIGNAL,724,679,547616.34,756.3761602209944,1.0662739322533137,0.0,0.30248618784530384,-7.920792079207921,-13.082612425758313,0.0
P0060,Oncology,South,Out of Network,27.4,Low,COST_ABOVE_SPECIALTY_PEERS,382,371,301942.37,790.425052356021,1.0296495956873315,0.0,0.27486910994764396,-17.391304347826086,-24.712127582681678,0.0
P0085,Oncology,South,Out of Network,27.3,Low,COST_ABOVE_SPECIALTY_PEERS,195,191,156387.86,801.9890256410256,1.0209424083769634,0.0,0.2923076923076923,13.636363636363637,9.664320014919108,0.0
P0272,Dermatology,South,Out of Network,26.5,Low,COST_ABOVE_SPECIALTY_PEERS,880,834,673779.67,765.6587159090909,1.0551558752997603,0.0,0.2761363636363636,0.0,-4.948106833569811,0.0
P0293,Emergency Medicine,Northeast,In Network,25.9,Low,HIGH_INTENSITY_MIX,268,263,194241.86000000002,724.7830597014926,1.0190114068441065,0.0,0.3582089552238806,44.44444444444444,39.14790223786638,0.0
P0111,Cardiology,South,Out of Network,25.8,Low,COST_ABOVE_SPECIALTY_PEERS,185,182,143200.4,774.0562162162162,1.0164835164835164,0.0,0.22702702702702704,-42.857142857142854,-54.401589212414315,0.0
P0325,Gastroenterology,South,Out of Network,25.3,Low,COST_ABOVE_SPECIALTY_PEERS,398,388,306490.9,770.0776381909549,1.0257731958762886,0.0,0.2638190954773869,-32.142857142857146,-23.927246892614846,0.0
P0263,Emergency Medicine,West,In Network,24.6,Low,CLAIM_FREQUENCY_ABOVE_PEERS,1012,891,643622.28,635.990395256917,1.1358024691358024,0.07905138339920949,0.2766798418972332,15.625,27.60263287243818,0.0
P0030,Cardiology,Northeast,In Network,24.4,Low,COST_ABOVE_SPECIALTY_PEERS,356,349,262735.85,738.0220505617976,1.0200573065902578,0.0,0.27808988764044945,40.54054054054054,88.02922491656588,0.0
P0343,Family Medicine,West,In Network,23.2,Low,CLAIM_FREQUENCY_ABOVE_PEERS,828,715,524961.5,634.0114734299517,1.158041958041958,0.0,0.286231884057971,-9.375,-3.574750249875352,0.0
P0346,Urology,Midwest,In Network,23.1,Low,HIGH_INTENSITY_MIX,119,118,73563.01,618.1765546218487,1.0084745762711864,0.0,0.3865546218487395,-60.869565217391305,-58.364817098232635,0.0
P0270,Urology,West,Out of Network,22.7,Low,COST_ABOVE_SPECIALTY_PEERS,389,374,302374.64,777.3126992287918,1.0401069518716577,0.0,0.29562982005141386,-11.11111111111111,-2.213675819239399,0.0
P0261,Gastroenterology,South,In Network,22.5,Low,LOW_SIGNAL,95,94,68637.93,722.5045263157893,1.0106382978723405,0.0,0.3157894736842105,33.333333333333336,-24.2837569651583,0.0
P0201,Cardiology,South,In Network,22.3,Low,CLAIM_FREQUENCY_ABOVE_PEERS,911,832,592908.69,650.8328100987925,1.0949519230769231,0.0,0.283205268935236,-22.900763358778626,-19.08878935135201,0.0
P0082,Cardiology,South,In Network,22.1,Low,LOW_SIGNAL,119,119,85153.06999999999,715.5720168067227,1.0,0.0,0.35294117647058826,13.333333333333334,-3.261002978055415,0.0
P0052,Urology,Northeast,In Network,22.0,Low,CLAIM_FREQUENCY_ABOVE_PEERS,1157,1000,747537.09,646.0994727744165,1.157,0.0,0.26879861711322384,9.21985815602837,5.271132975167437,0.0
P0302,Orthopedics,West,In Network,21.4,Low,CLAIM_FREQUENCY_ABOVE_PEERS,1001,908,634151.49,633.5179720279721,1.1024229074889869,0.0,0.24475524475524477,8.264462809917354,2.0942955868089217,0.0
P0324,Orthopedics,West,Out of Network,21.4,Low,COST_ABOVE_SPECIALTY_PEERS,377,366,299161.9,793.5328912466844,1.030054644808743,0.0,0.246684350132626,6.666666666666667,-19.241272710454048,0.0
P0079,Oncology,Midwest,In Network,21.4,Low,CLAIM_FREQUENCY_ABOVE_PEERS,741,689,490867.95,662.4398785425101,1.0754716981132075,0.0,0.291497975708502,5.555555555555555,8.827556177781322,0.0
P0039,Radiology,Midwest,In Network,21.3,Low,SUDDEN_BEHAVIOR_CHANGE,245,241,147069.05,600.2818367346938,1.016597510373444,0.0,0.1673469387755102,95.0,127.73579448758635,0.0
P0088,Emergency Medicine,South,In Network,21.0,Low,COST_ABOVE_SPECIALTY_PEERS,137,134,107300.77,783.217299270073,1.0223880597014925,0.0,0.29927007299270075,-33.333333333333336,-18.531734786655267,0.0
P0265,Emergency Medicine,Northeast,Out of Network,20.9,Low,LOW_SIGNAL,479,455,365355.89,762.7471607515658,1.0527472527472528,0.0,0.26931106471816285,10.526315789473685,-3.1936238366533467,0.0
P0229,Dermatology,Northeast,Out of Network,20.7,Low,COST_ABOVE_SPECIALTY_PEERS,370,365,275710.4,745.1632432432433,1.0136986301369864,0.0,0.3027027027027027,10.204081632653061,2.0053287201884253,0.0
P0179,Orthopedics,South,Out of Network,20.2,Low,COST_ABOVE_SPECIALTY_PEERS,197,193,153629.39,779.8446192893401,1.0207253886010363,0.0,0.27918781725888325,-25.0,-27.95153529064087,0.0
P0166,Urology,Midwest,In Network,20.2,Low,HIGH_INTENSITY_MIX,183,179,131591.14,719.0772677595629,1.0223463687150838,0.0,0.3333333333333333,-18.181818181818183,-45.38428591515941,0.0
P0008,Family Medicine,South,Out of Network,20.1,Low,LOW_SIGNAL,301,292,237602.41,789.3767774086378,1.0308219178082192,0.0,0.2691029900332226,53.84615384615385,53.74946792239676,0.0
P0219,Oncology,West,In Network,19.9,Low,CLAIM_FREQUENCY_ABOVE_PEERS,782,725,513645.03,656.8350767263428,1.0786206896551724,0.0,0.27877237851662406,-2.0202020202020203,-19.724100709936465,0.0
P0209,Neurology,South,Out of Network,19.8,Low,COST_ABOVE_SPECIALTY_PEERS,482,465,374730.79,777.4497717842323,1.0365591397849463,0.0,0.2697095435684647,-10.0,-11.818121769838502,0.0
P0307,Oncology,Midwest,In Network,19.3,Low,SUDDEN_BEHAVIOR_CHANGE,102,102,69111.49,677.5636274509804,1.0,0.0,0.27450980392156865,77.77777777777777,111.12646216728044,0.0
P0147,Cardiology,South,Out of Network,19.3,Low,COST_ABOVE_SPECIALTY_PEERS,447,428,328292.07,734.4341610738255,1.044392523364486,0.0,0.2684563758389262,0.0,5.793558851522344,0.0
P0320,Gastroenterology,Midwest,In Network,18.8,Low,LOW_SIGNAL,417,397,283092.86,678.8797601918465,1.0503778337531486,0.0,0.2541966426858513,26.53061224489796,59.52362663031676,0.0
P0306,Cardiology,South,In Network,18.7,Low,CLAIM_FREQUENCY_ABOVE_PEERS,550,514,343598.54,624.7246181818182,1.0700389105058365,0.0,0.32,4.615384615384615,-4.653852287120079,0.0
P0220,Radiology,Midwest,Out of Network,18.3,Low,COST_ABOVE_SPECIALTY_PEERS,260,256,198443.31,763.2435,1.015625,0.0,0.25,-44.680851063829785,-49.059093366614185,0.0
P0211,Urology,Midwest,Out of Network,18.1,Low,LOW_SIGNAL,510,479,375270.61,735.8247254901961,1.0647181628392484,0.0,0.26666666666666666,-7.462686567164179,-4.389344977135669,0.0
P0090,Radiology,South,Out of Network,17.9,Low,LOW_SIGNAL,275,269,208127.4,756.8269090909091,1.0223048327137547,0.0,0.21454545454545454,12.5,28.75811311311553,0.0
P0176,Radiology,South,In Network,17.5,Low,CLAIM_FREQUENCY_ABOVE_PEERS,964,874,628149.55,651.6074170124482,1.102974828375286,0.0,0.2717842323651452,10.679611650485437,-14.303484371226713,0.0
P0077,Family Medicine,Midwest,Out of Network,17.3,Low,LOW_SIGNAL,418,400,324143.73,775.4634688995214,1.045,0.0,0.2822966507177033,14.285714285714286,11.995947511458185,0.0
P0181,Radiology,Northeast,In Network,17.1,Low,SUDDEN_BEHAVIOR_CHANGE,224,222,144370.04,644.5091071428571,1.009009009009009,0.0,0.23214285714285715,81.81818181818181,133.51881259804514,0.0
P0348,Urology,West,In Network,16.0,Low,HIGH_INTENSITY_MIX,228,222,147290.48,646.0108771929825,1.027027027027027,0.0,0.36403508771929827,-34.21052631578947,-25.981866861384937,0.0
P0016,Gastroenterology,West,In Network,15.9,Low,LOW_SIGNAL,340,330,226184.41,665.2482647058823,1.0303030303030303,0.0,0.29411764705882354,67.74193548387096,93.83225527475122,0.0
P0214,Dermatology,West,In Network,15.9,Low,LOW_SIGNAL,360,343,250183.0,694.9527777777778,1.0495626822157433,0.0,0.3138888888888889,-6.25,13.040428647453336,0.0
P0063,Oncology,South,In Network,15.5,Low,LOW_SIGNAL,664,628,437801.77,659.340015060241,1.0573248407643312,0.0,0.30120481927710846,-1.2658227848101267,-1.4688341571030135,0.0
P0103,Radiology,South,In Network,15.2,Low,HIGH_INTENSITY_MIX,267,264,171714.61000000002,643.1258801498128,1.0113636363636365,0.0,0.33707865168539325,7.407407407407407,21.77637128412996,0.0
P0191,Neurology,Midwest,In Network,15.2,Low,LOW_SIGNAL,277,270,190413.31,687.4126714801444,1.025925925925926,0.0,0.33212996389891697,63.63636363636363,53.017536254461945,0.0
P0024,Radiology,West,In Network,15.2,Low,LOW_SIGNAL,166,165,117355.0,706.9578313253012,1.006060606060606,0.0,0.29518072289156627,30.0,35.82750017147322,0.0
P0014,Urology,South,In Network,15.0,Low,LOW_SIGNAL,136,136,99496.93,731.5950735294117,1.0,0.0,0.2867647058823529,-31.57894736842105,-23.525283134302757,0.0
P0114,Cardiology,Northeast,In Network,14.9,Low,SUDDEN_BEHAVIOR_CHANGE,162,158,97903.39,604.3419135802469,1.0253164556962024,0.0,0.2716049382716049,58.333333333333336,121.49425329415598,0.0
P0007,Orthopedics,Midwest,Out of Network,14.8,Low,LOW_SIGNAL,70,69,51160.25,730.8607142857143,1.0144927536231885,0.0,0.22857142857142856,-11.11111111111111,37.072797133807576,0.0
P0013,Neurology,South,In Network,14.6,Low,LOW_SIGNAL,451,431,263255.54,583.7151662971174,1.0464037122969838,0.0,0.24168514412416853,45.0,68.20891844799351,0.0
P0074,Neurology,West,In Network,14.3,Low,SUDDEN_BEHAVIOR_CHANGE,141,139,94704.8,671.6652482269503,1.014388489208633,0.0,0.2907801418439716,71.42857142857143,104.54709288725303,0.0
P0317,Gastroenterology,West,In Network,14.1,Low,LOW_SIGNAL,299,284,196918.75,658.5911371237459,1.0528169014084507,0.0,0.25418060200668896,11.428571428571429,46.39649492288766,0.0
P0041,Emergency Medicine,West,In Network,14.1,Low,SUDDEN_BEHAVIOR_CHANGE,118,117,69958.74,592.8706779661018,1.0085470085470085,0.0,0.23728813559322035,0.0,102.31063435865788,0.0
P0262,Neurology,Midwest,In Network,14.0,Low,CLAIM_FREQUENCY_ABOVE_PEERS,918,848,592566.06,645.496797385621,1.0825471698113207,0.0,0.2875816993464052,-1.8691588785046729,6.253444335967641,0.0
P0347,Orthopedics,Northeast,In Network,14.0,Low,LOW_SIGNAL,835,781,534346.32,639.9357125748502,1.0691421254801536,0.0,0.28622754491017965,-13.392857142857142,-34.34993560746626,0.0
P0015,Emergency Medicine,West,In Network,13.7,Low,LOW_SIGNAL,468,438,300945.42,643.0457692307692,1.0684931506849316,0.0,0.26495726495726496,-28.78787878787879,-34.353320169282135,0.0
P0149,Gastroenterology,South,In Network,13.7,Low,CLAIM_FREQUENCY_ABOVE_PEERS,697,653,447506.7,642.0469153515065,1.0673813169984685,0.0,0.28407460545193686,4.545454545454546,-12.40219369435837,0.0
P0187,Urology,South,In Network,13.6,Low,LOW_SIGNAL,581,549,398303.35,685.5479345955249,1.058287795992714,0.0,0.2977624784853701,2.857142857142857,9.725156587287689,0.0
P0199,Cardiology,South,In Network,13.5,Low,LOW_SIGNAL,699,657,440311.95,629.9169527896996,1.0639269406392695,0.0,0.2503576537911302,20.481927710843372,16.800973349126828,0.0
P0335,Urology,West,In Network,13.5,Low,LOW_SIGNAL,224,221,142187.74,634.7666964285714,1.0135746606334841,0.0,0.26339285714285715,93.75,95.43355263816704,0.0
P0066,Emergency Medicine,South,In Network,13.4,Low,LOW_SIGNAL,475,453,325639.44,685.5567157894737,1.0485651214128036,0.0,0.3094736842105263,-16.666666666666668,-5.454890576820441,0.0
P0202,Family Medicine,South,In Network,13.4,Low,LOW_SIGNAL,506,479,340273.98,672.4782213438734,1.0563674321503131,0.0,0.2865612648221344,25.423728813559322,54.83078081744808,0.0
P0010,Radiology,South,In Network,13.2,Low,LOW_SIGNAL,524,499,324746.59,619.7454007633588,1.0501002004008015,0.0,0.2538167938931298,39.62264150943396,74.17226711563175,0.0
P0125,Radiology,Midwest,In Network,13.0,Low,HIGH_INTENSITY_MIX,180,176,118323.74,657.3541111111111,1.0227272727272727,0.0,0.3333333333333333,-7.142857142857143,6.620041171149023,0.0
P0158,Emergency Medicine,Midwest,In Network,13.0,Low,LOW_SIGNAL,150,146,105460.91,703.0727333333333,1.0273972602739727,0.0,0.30666666666666664,-48.275862068965516,-51.98605510064017,0.0
P0100,Neurology,Midwest,In Network,12.9,Low,LOW_SIGNAL,440,415,295622.54,671.869409090909,1.0602409638554218,0.0,0.31136363636363634,20.37037037037037,5.582246785073586,0.0
P0173,Emergency Medicine,South,In Network,12.9,Low,LOW_SIGNAL,152,152,103148.77,678.6103289473684,1.0,0.0,0.2894736842105263,66.66666666666667,43.1515129446892,0.0
P0164,Oncology,West,In Network,12.7,Low,LOW_SIGNAL,334,327,233810.86,700.0325149700599,1.0214067278287462,0.0,0.3083832335329341,-7.317073170731708,-6.76823191047072,0.0
P0138,Urology,South,In Network,12.5,Low,LOW_SIGNAL,136,135,95329.56,700.9526470588235,1.0074074074074073,0.0,0.25,6.25,52.634961573260384,0.0
P0336,Orthopedics,South,In Network,12.4,Low,LOW_SIGNAL,482,453,316255.34,656.1314107883818,1.0640176600441502,0.0,0.2697095435684647,7.2727272727272725,32.96865757946881,0.0
P0310,Gastroenterology,West,In Network,12.3,Low,LOW_SIGNAL,90,90,54595.78,606.6197777777778,1.0,0.0,0.23333333333333334,44.44444444444444,69.49597570749657,0.0
P0192,Dermatology,West,Out of Network,12.3,Low,LOW_SIGNAL,349,338,244842.75,701.5551575931232,1.032544378698225,0.0,0.24641833810888253,-27.083333333333332,-51.899981532779314,0.0
P0210,Emergency Medicine,South,Out of Network,12.2,Low,LOW_SIGNAL,309,298,227204.09,735.2883171521036,1.0369127516778522,0.0,0.2621359223300971,9.523809523809524,-6.70700660503706,0.0
P0163,Orthopedics,South,In Network,12.2,Low,LOW_SIGNAL,439,420,275828.17,628.3101822323462,1.0452380952380953,0.0,0.26651480637813213,45.45454545454545,67.69863008855502,0.0
P0207,Family Medicine,Northeast,Out of Network,12.1,Low,LOW_SIGNAL,302,287,220307.49,729.495,1.0522648083623694,0.0,0.24503311258278146,-2.4390243902439024,7.753616910681797,0.0
P0280,Family Medicine,West,In Network,12.0,Low,LOW_SIGNAL,114,113,79194.26,694.6864912280702,1.008849557522124,0.0,0.23684210526315788,50.0,68.52237246635062,0.0
P0022,Orthopedics,Northeast,In Network,11.8,Low,LOW_SIGNAL,313,303,209808.19,670.3137060702876,1.033003300330033,0.0,0.31309904153354634,17.94871794871795,52.41777077053665,0.0
P0189,Dermatology,South,In Network,11.8,Low,LOW_SIGNAL,278,269,192867.38,693.7675539568346,1.033457249070632,0.0,0.302158273381295,-34.78260869565217,-35.76431037724052,0.0
P0071,Radiology,West,In Network,11.8,Low,LOW_SIGNAL,215,212,158307.57,736.3142790697675,1.0141509433962264,0.0,0.2651162790697674,-9.090909090909092,-38.9203622593383,0.0
P0116,Gastroenterology,South,Out of Network,11.6,Low,LOW_SIGNAL,259,257,182598.61000000002,705.0139382239382,1.0077821011673151,0.0,0.2625482625482625,2.9411764705882355,-16.85896082967697,0.0
P0291,Emergency Medicine,South,In Network,11.5,Low,LOW_SIGNAL,235,227,139106.22,591.9413617021277,1.0352422907488987,0.0,0.2765957446808511,31.818181818181817,76.54015928951318,0.0
P0349,Dermatology,Northeast,In Network,11.3,Low,LOW_SIGNAL,935,859,598050.64,639.6263529411765,1.0884749708963912,0.0,0.2727272727272727,-3.90625,-5.371923296784765,0.0
P0283,Urology,Midwest,In Network,11.3,Low,LOW_SIGNAL,461,441,307619.88,667.2882429501085,1.0453514739229024,0.0,0.31670281995661603,-10.0,-20.476233835006237,0.0
P0050,Radiology,South,In Network,11.2,Low,LOW_SIGNAL,320,309,226518.95,707.87171875,1.035598705501618,0.0,0.284375,0.0,-10.435822941213203,0.0
P0301,Urology,Midwest,In Network,11.2,Low,LOW_SIGNAL,767,716,484861.68,632.1534289439375,1.0712290502793296,0.0,0.29595827900912647,-18.51851851851852,-6.243502787483098,0.0
P0123,Urology,Midwest,In Network,11.2,Low,LOW_SIGNAL,538,509,338518.54,629.2166171003718,1.0569744597249509,0.0,0.24349442379182157,51.724137931034484,45.52790373353547,0.0
P0154,Gastroenterology,Midwest,In Network,11.2,Low,LOW_SIGNAL,612,578,377033.1,616.067156862745,1.0588235294117647,0.0,0.24836601307189543,-20.689655172413794,-14.216328754223827,0.0
P0075,Oncology,Midwest,In Network,11.2,Low,LOW_SIGNAL,341,334,224926.32,659.6079765395895,1.0209580838323353,0.0,0.3284457478005865,24.242424242424242,32.17289747714623,0.0
